index	upstream_sha	commit_date	subject	review_status	decision	rtd_commit	notes
1345	4e5667d5030740d2221320fbcd9bbf8070d6a2f2	2026-05-11	[graphql-stream]: SSE transport + SSE-aware GraphiQL [12/n] (#26425)	UNREVIEWED			
1346	1880c49e97e34146cce331f957fdf3db2ae757ba	2026-05-12	sui-indexer-alt-consistent-store: support restoring from arbitrary epoch directories (#26565)	UNREVIEWED			
1347	79317485684bd99e668786bc6e72c7f0ad745907	2026-05-12	sui-core: apply default_table_options to every rpc-index CF on reopen (#26589)	UNREVIEWED			
1348	7dd0be5aa807a615163033aca4ed66d799229144	2026-05-12	sui-rosetta: harden MergeAndRedeemFungibleStakedSui (chain guard, epoch binding) (#26489)	UNREVIEWED			
1349	ba3c4a8a537b6912470da7af3a078bf9ebd1af48	2026-05-12	[Block Streaming] skip commit processing for Observer sync enabled nodes (#26498)	UNREVIEWED			
1350	fc75b00193e5069977c693e768b76e160cb90be4	2026-05-12	docs: update data access guidance (#26597)	UNREVIEWED			
1351	e3f5ddcde4e61d62ddb8af9979fb6199a1e9723b	2026-05-12	docker: cache-friendly Dockerfile rewrites for Tier 1 images (#26601)	UNREVIEWED			
1352	7c41cedd9dda50da88c2c226b70435bb39008daa	2026-05-12	[sui-fork] Fix the way object_by_key is handling deleted/wrapped objects (#26588)	UNREVIEWED			
1353	27e8a310161ee2b1158bf6a1ba420beffdd4181b	2026-05-12	ci: thread cache_family into sui-operations tag-docker-images dispatch (#26602)	UNREVIEWED			
1354	5f8f64f8f183fb5d21aea041713f40498be1f754	2026-05-12	kvstore: add bitmap index pipelines (#26497)	UNREVIEWED			
1355	258168b3532580e75c6035f2b772848f1511f85b	2026-05-12	docs: revisions for kapa.ai action items (#26421)	UNREVIEWED			
1356	ac7a16ba86ba05af07b511ad5e4cc845e595995a	2026-05-12	[chore] Update tidehunter to 48f0621 (#26599)	UNREVIEWED			
1357	6ad1e8de999661d2dd389ff7b4a847f34618c801	2026-05-12	Add testnet DUSDC request link to DeepBook Predict docs (#26609)	UNREVIEWED			
1358	5c373e5119ef5f03cde3316a6abc44d4a4135d45	2026-05-12	docker: cache-friendly Dockerfile rewrites for Tier 2 + Tier 3 images (#26611)	UNREVIEWED			
1359	fab76d6a4935aae7861b2c5b7011905370b40ce5	2026-05-12	[graphql-stream] Resolve Event.transaction in streaming mode [10/n] (#26487)	UNREVIEWED			
1360	8461ef937f0bbfd6bf6e30d0573022d3fc8e9f6c	2026-05-13	docs: add GraphQL typed object change examples (#26605)	UNREVIEWED			
1361	a8bf7db7132a976aaa5948a3ba092b335ece584b	2026-05-13	docs: refresh object and PTB guidance (#26606)	UNREVIEWED			
1362	2defa0ee2a3475e02e77ca9c1f6dd2692fa4c316	2026-05-13	Avoid intermediate Vec allocation in rejected_transactions_digest (#26575)	UNREVIEWED			
1363	403c24762b4431fb2c200ca7778714df7ecda6ed	2026-05-13	docs: improve search result display and fix garbled titles (#26617)	UNREVIEWED			
1364	9e131240acc6eda51a8826eb4df20f1f69ae2171	2026-05-13	[address balances][harderning] Added expensive invariant checks (#26582)	UNREVIEWED			
1365	6e77b0b5435836cef3113bba56201fc6fe899912	2026-05-13	[chore] Update tidehunter to 9a0472f (#26620)	UNREVIEWED			
1366	1ff47fc7ee4c6b851d1ab7e0205019c57383780e	2026-05-13	Remove unused batch_verify_certificates and async certificate batching (#26625)	UNREVIEWED			
1367	d09ce1816dfd5913c0c8c53d3cee469db070343f	2026-05-13	[sui move format] Vibed windows test fix (#26623)	UNREVIEWED			
1368	8351dab4f5aeac8ec56d0bfa82c94aeb60b2df8d	2026-05-13	[sui-fork ] Add `--version` flag and improve README (#26628)	UNREVIEWED			
1369	91d92efd413ef97bcaf2957a4911a6dea7ba3ff2	2026-05-13	[move-ide] Generic macro type param processing fix (#26608)	UNREVIEWED			
1370	241885114a623666347cadc51a7ad07e63bd9a78	2026-05-13	[chore] fix cargo-deny issue with `diesel-async` (#26629)	UNREVIEWED			
1371	19db661bf18901aa22fc72af01c12ec237a96c36	2026-05-13	sui-tool: add tideconsole subcommand behind feature flag (#26627)	UNREVIEWED			
1372	789e6c11087dbe3593cd069e1b6210528c24fcd0	2026-05-14	Remove dead CertifiedTransaction-related code (#26634)	UNREVIEWED			
1373	317807c406ef200ea9d2b935cab6af169eb8b3e7	2026-05-13	[move][move-decompiler] Fix perf issue when building loop bodies (#26613)	UNREVIEWED			
1374	f631b871e6186ced2052c0b06a8ba87bdcdc8796	2026-05-14	[move][move-decompiler] Support breaking out of external loops in addition to immediate loop (#26614)	UNREVIEWED			
1375	b86e6e85d7faa3609bd79fc35ed41be25d3eb7db	2026-05-13	Vm error visibility execution and type (#26517)	UNREVIEWED			
1376	11ea899f8b9a19417096b01c6c75df0a9a48c878	2026-05-14	[decompiler] Total post-dominators over divergent regions (#26615)	UNREVIEWED			
1377	95f655aa377de85fe945f00c8bd64e536c248420	2026-05-14	docs: fix details dropdown arrow and expand animation (#26624)	UNREVIEWED			
1378	8c6fbbb3fdce931c9b6cdfc4da3d19582aba4551	2026-05-14	Remove text that states gas is paid out of address balances (#26645)	UNREVIEWED			
1379	81ea1e3e8974aa1ef57a3557a7f67e7a2193ba63	2026-05-14	sui-adapter-transactional-tests: expand address-balance gas-smashing coverage (#26631)	UNREVIEWED			
1380	0266011aaa2f4da876d6dbadc4db8cc208f057a6	2026-05-14	[forking] Fix how the --data-dir stores the files 18/n (#26500)	UNREVIEWED			
1381	4f9945d63bf6fd3a534dcbc182ff21a5e2e6546d	2026-05-14	fix: remove sentence (#26650)	UNREVIEWED			
1382	6ef4ce716ea2890e8d1df7a24251dd25b7be3dd4	2026-05-14	[move][move-decompiler] Disable inline_immediates and normalize degenerate conditions (#26638)	UNREVIEWED			
1383	d10a16f29e90596186b523414b96a79a7d611fae	2026-05-14	[move][move-decompiler] Fix let-declaration hoisting and fuse split let/assign pairs (#26639)	UNREVIEWED			
1384	e7692e1b01a0b5955b5fe9403791103ca25f45e7	2026-05-14	[sui-fork] Update README.md (#26647)	UNREVIEWED			
1385	8a96468c34e064a7dd955d6b73fdd3744e5b9f50	2026-05-14	[move][move-decompiler] Reconstruct match expressions from variant switches (#26640)	UNREVIEWED			
1386	9d9c2b4f6e0f48c2eecf86bc7f2201933e06c1e9	2026-05-14	ci: scope arm64 prebuild to network branches only (#26653)	UNREVIEWED			
1387	505b085279e9fb08cd5ece07441a105ded694c88	2026-05-14	ci: skip arm64 in trigger-builds tag-docker-images dispatch (#26656)	UNREVIEWED			
1388	f1358b049b55f07c0f6a1261f191930f908f49a0	2026-05-14	[ci] Do not run CI on edits to markdown files only (#26652)	UNREVIEWED			
1389	6c853b9cea2f6b0fcb85068ef57d34300d73c5be	2026-05-14	[move][move-decompiler] Collect module uses and rewrite paths to aliased form (#26641)	UNREVIEWED			
1390	423f8e3d5363b6e88e086be044c9c59249c4d189	2026-05-14	Refactor dev-inspect and dry-run to use the same backend `simulate`  call (#26649)	UNREVIEWED			
1391	fe8768c84bcb74bb8df55bd05b90a2cda579c5e7	2026-05-14	kv rpc: add bitmap query APIs (#26587)	UNREVIEWED			
1392	b2f82f7091e3e3a827aee57eba95bc6b044a7c26	2026-05-15	[move][move-decompiler] Eliminate more gotos from conditional restructuring (#26643)	UNREVIEWED			
1393	add9d4722104173186e78df5aac4b07b6e019b40	2026-05-15	[move][move-decompiler] Emit loop bodies in reverse post-order (#26644)	UNREVIEWED			
1394	0689a8a09dfda6237ed9c35d299f812c79489a69	2026-05-15	[indexer-alt] Add kv_checkpoints_by_digest table and pipeline (#26590)	UNREVIEWED			
1395	119e41f190ae47601a505dd2718c7d0158929c1f	2026-05-15	[graphql] Add Query.checkpoint(digest:) lookup (#26594)	UNREVIEWED			
1396	af681b494d8b1f39cd35eb143d98724ec611f37b	2026-05-15	[easy][adapter] Remove a bunch of old dead code (#26668)	UNREVIEWED			
1397	ca9d0e74251f5901ba29db89dcc71e79dd54fefd	2026-05-16	sui-types: convert ValidDuring TransactionExpiration from proto (#26670)	UNREVIEWED			
1398	55e807fc162f6c0a9a69775e7e17542a042c48b5	2026-05-18	[move-compiler] errors review (#26458)	UNREVIEWED			
1399	a2ed2501161d2eedf13598df1a93e6e20f0b543f	2026-05-18	Update instruction for querying the stablecoin allowlist (#26671)	UNREVIEWED			
1400	69382f5b07b009a23eb47e2d04dd287c8310347b	2026-05-18	sui-core: remove verify_indexes module (#26663)	UNREVIEWED			
1401	249640eefa2a82ea743bebd2c75ade5ee7854e58	2026-05-18	[move][move-decompiler] Capture types in the AST so the alias renamer rewrites them (#26662)	UNREVIEWED			
1402	259b947bf5b07cded7481c0c1f5e88470939c930	2026-05-18	[sui-fork] add back `ConsensusAddressOwner` support for owned objects and seeding (#26635)	UNREVIEWED			
1403	7aeac40b6982bf3146704d45d3cb3cb2b4fa61ff	2026-05-18	[consensus] add LeaderScheduleV3 sliding-window scorer (#26372)	UNREVIEWED			
1404	3f5658adad18f91b57ebcda2c7ee009a783858f9	2026-05-18	sui-protocol-config: render to any Format (JSON, prost::Value, …) (#26665)	UNREVIEWED			
1405	b9e72a70c843cdb4ad0b7ffdfdd624f714cbf8c3	2026-05-18	chore: sync shared Docusaurus components (#26681)	UNREVIEWED			
1406	11a02c744110d7e96283f408bf0680ffe6f4de39	2026-05-18	fix: unclosed code block (#26685)	UNREVIEWED			
1407	160c9085dd8e3841e532ed3406641f26a4491399	2026-05-18	invalid url (#26678)	UNREVIEWED			
1408	e8fb2009c2c2842392b0fcc814a69b029aa1be42	2026-05-19	sui-indexer-alt-framework: harden streaming backoff bounds (#26229)	UNREVIEWED			
1409	216eb890bae6acf6962a1c5bf1f93b722fa025ad	2026-05-19	chore: upgrade mysten-sim dependency (#26683)	UNREVIEWED			
1410	b241d9263db4ece75066c37fa6868db8bf889b74	2026-05-19	use std::process::command in simtest when fetching move package dependency (#26612)	UNREVIEWED			
1411	96f4c869219733f20432b1d41c794e43b656554b	2026-05-19	[chore] Update tidehunter to 8ca8eed (#26687)	UNREVIEWED			
1412	cbc9f9b231c5bb66dc36eede40a26452dde50fe3	2026-05-19	docker/stress: switch runtime to debian-slim, drop bundled repo (#26696)	UNREVIEWED			
1413	dad84a8a05be3481770ece5995dacbdd7d060f4f	2026-05-19	[sui-fork] reuse `latest` marker for object state (deleted, wrapped)  (#26672)	UNREVIEWED			
1414	75222fb9bd9c94297381791f12d2aa632a6d83dc	2026-05-19	docs: add redirects for broken external links (#26699)	UNREVIEWED			
1415	10b5e69663b996088031be901f6155c58e0d23d2	2026-05-19	[move][move-decompiler] Eliminate more gotos (#26664)	UNREVIEWED			
1416	f3106dd33a617ff2095ec274289e158cf415ce80	2026-05-19	[sui-fork] simplify seeding and owned object index data (#26673)	UNREVIEWED			
1417	5cd50577e523d68ff429dcd396e466b0788655d3	2026-05-19	[move][move-decompiler] Refine `if` and rewrite into `assert` when possible. (#26686)	UNREVIEWED			
1418	632e55c744d43aa9657c6636690e0eff5b44cf26	2026-05-19	[simulate] Add more tests for simulate tx (1/2) (#26691)	UNREVIEWED			
1419	c124d970289a8a800ff15d332a69e39765734a80	2026-05-19	[move][move-decompiler] Add block comments when emitting blocks. (#26684)	UNREVIEWED			
1420	c1b60b610bb75ff722c1b666e79d497e1218c028	2026-05-19	ci(release): switch brew bump from mislav action to direct `brew bump-formula-pr` (#26706)	UNREVIEWED			
1421	ac0bc47fb9407dd21476e604b4cecab987c599e4	2026-05-19	ci: add standalone homebrew-bump workflow for manual sui formula bumps (#26711)	UNREVIEWED			
1422	2a66b1b163137b69f11ddba9e1976f56479016f5	2026-05-19	ci(release): make homebrew-bump.yml reusable, replace inline job in release.yml (#26713)	UNREVIEWED			
1423	8c42809d919cf0ac9dd9b3214e6f56a30de22797	2026-05-19	[chore] Update tidehunter to f6b9ad0 (#26712)	UNREVIEWED			
1424	dd9e7161e7d67443078107a5adecd65cb4b83965	2026-05-20	[graphql-alt] Add object json test for simulate transaction (#26669)	UNREVIEWED			
1425	ffb23fc5ac712e06406617ae034ecd67c8c1871a	2026-05-20	Treat on-chain validators as trusted peers in discovery (#25950)	UNREVIEWED			
1426	44bea77c912fba96bfcc798bdcea136d75dbd562	2026-05-20	[consensus] v3 Committee (#26693)	UNREVIEWED			
1427	df134b20c06a634372fbb462ff57bae56643165e	2026-05-20	fix(faucet): make `sui start --with-faucet` shut down on Ctrl+C (#26697)	UNREVIEWED			
1428	2cc1b040f375f45dcd367d2a9e123661cc12d789	2026-05-20	[graphql-stream] Add Address.asTransactionObject [12/n] (#26495)	UNREVIEWED			
1429	4bfae7d7fcdbbe597493cb607a1357c9b490418c	2026-05-20	[traffic_controller] metrics improvements (#24574)	UNREVIEWED			
1430	f488eb1025a8367efed6056244dbb4e4435abf10	2026-05-20	typed-store: add TH_AUTOSHARD env flag (#26715)	UNREVIEWED			
1431	a010caf34181fe6ca29ab8cc52ad655213d48947	2026-05-20	build(docker): add sui-metric-checker to sui-tools, drop orphaned sui-tool (#26721)	UNREVIEWED			
1432	69ff544c668426b2317038a25ba842bbe515a8d9	2026-05-20	build(docker): delete sui-services image (folded into sui-tools) (#26722)	UNREVIEWED			
1433	8d75557faedade6a07708a72c3707a056e45b976	2026-05-20	[move][move-decompiler] Normalize continue-bearing IfElses inside loops (#26690)	UNREVIEWED			
1434	6f028086e13ae60a631c428b4adef2200f74c860	2026-05-20	[consensus][tidehunter] Enable compressed batch WAL frames for consensus (#26718)	UNREVIEWED			
1435	4fad04afa9c91e000836d9255a126483ed69bf8e	2026-05-20	Redo list api progress propagation (#26703)	UNREVIEWED			
1436	98a639bf995a1d2995051614ee658f6c7637f92d	2026-05-20	[move-package-alt] absolutize PackagePath for stable dedup identity (DVX-2096) (#26607)	UNREVIEWED			
1437	541925f5f61a20b6d13c9be609778d7d57b81487	2026-05-20	ci(release): build only packaged binaries, stop building sui twice (#26725)	UNREVIEWED			
1438	4a2426e76920c887e2e00cea067fe6d2ea4ba215	2026-05-20	tx offset (#26709)	UNREVIEWED			
1439	f8049925815d0ce3021c28648c27350076bc57b5	2026-05-20	[scripts] Add dual replay cut script + skill (#26688)	UNREVIEWED			
1440	8a6e7295fb80d8ecccecc7d07680e879c0c63e8d	2026-05-21	[chore] gate staging-only streaming items to silence clippy warnings (#26719)	UNREVIEWED			
1441	0625f734a418c80024f2ac03793e2f279426daa7	2026-05-21	[move] On-chain dependency pinning (v2: separate types) (#26552)	UNREVIEWED			
1442	d07b8bda94be3b739f3315e61a9d21d22c115659	2026-05-21	[move] Make Vanilla a non-unit struct (#26562)	UNREVIEWED			
1443	ac364a2082855db6a7b99050131886a009f62f97	2026-05-21	nickv/misc kv index (#26710)	UNREVIEWED			
1444	e7cc476d455551668ec051972d1e4088ac0da03c	2026-05-21	protocol-config: simplify render function signature	UNREVIEWED			
1445	751ba68ddb2dd04cfa16a0bee4b6d73a5f131c60	2026-05-21	rpc: populate lossless protocol_config.configs and stringify attributes	UNREVIEWED			
1446	86200a2722c4e0434b2e5a04e7d1e87ee94f98b8	2026-05-21	jsonrpc: add lossless configs map to ProtocolConfigResponse	UNREVIEWED			
1447	899f878923efa10f217836a8961f10e79cb0a5e8	2026-05-21	protocol-config: render unset fields as Format::null	UNREVIEWED			
1448	95337667fa839e7ce61a7fb7242fca17d5f3bdf1	2026-05-21	kvstore: index lossless protocol configs as a prost-encoded Struct cell	UNREVIEWED			
1449	bb4684278ac95af912f442efb4c5d832d4d07ec0	2026-05-21	Fullnode query apis (#26717)	UNREVIEWED			
1450	5ee14d5314a82dee5aae423781faa22423eea690	2026-05-21	Simplify bitmap evaluation	UNREVIEWED			
1451	66b4e55178cf041eab398e76893552653bf06a65	2026-05-21	Let the streams flow! (#26728)	UNREVIEWED			
1452	df2e714ca6019ac5ead76aa20d45e52beae40d07	2026-05-21	[consensus] propose at latest possible round after restart (#26720)	UNREVIEWED			
1453	3be29b4ed2a1077d89a4c3c6c77c635b159efdc3	2026-05-21	sui-core: drop fastpath guard in object_funds_checker (#26610)	UNREVIEWED			
1454	ac4d046824e762ad554c848e6f0f40982c53550b	2026-05-21	Gate rpc and consolidate rpcs (#26735)	UNREVIEWED			
1455	37de2da6b748a172154d08fb79e35ea360449612	2026-05-21	Enable gas priority tx admission queue by default (#26730)	UNREVIEWED			
1456	de4cbdf63dedb1a7d0899b47f7f34e22fccf64ef	2026-05-21	[consensus] add BlockV3 (#26727)	UNREVIEWED			
1457	b3b40534900e08d450f16ca5f9323998c13e624a	2026-05-21	sui-core: add address balances design docs (#26532)	UNREVIEWED			
1458	407cb6ab3da557bad260a4ea42c3669099e494b4	2026-05-21	docs: validate gasless token table against lib.rs at build time (#26700)	UNREVIEWED			
1459	ecf5558557e12604219e89b0a05da73029ca7208	2026-05-21	docs: fix redirect for /standards/deepbookv3 (#26739)	UNREVIEWED			
1460	deb077b179edaca1e853bc6f2e738f6f65dc15e8	2026-05-21	Enable timestamp_based_epoch_close on testnet (#26740)	UNREVIEWED			
1461	b4d23a7c16fa5293cec384849bd524501313c6d0	2026-05-21	[tidehunter] Enable objects compactor on full nodes when num_epochs_to_retain=0 (#26737)	UNREVIEWED			
1462	28b4131345ee867474c78d9f12472237631729d8	2026-05-21	docs: add SuiVision note and example (#26743)	UNREVIEWED			
1463	876e0ab4a11bf65e576314b2c92997b9edd2aa3f	2026-05-21	nickv/button up 2 (#26744)	UNREVIEWED			
1464	ea52f2c67bb7f366b7a646b4f4f0fb89be280f6f	2026-05-21	[WIP] Party permissioned objects (#26246)	UNREVIEWED			
1465	718ae563a42fb4ba0d055588f81c704dcef58c25	2026-05-21	[tidehunter] Call Bytes::into_owned on multi_get results (#26745)	UNREVIEWED			
1466	72564bc1fb0b104c445785dd400375afe2fbfa06	2026-05-22	Sui v1.73.0 Framework Bytecode snapshot (#26750)	UNREVIEWED			
1467	30a5e82d3ab54da307ce60c5e7b1a5eff8a7131b	2026-05-21	Sui v1.74.0 Version Bump (#26751)	UNREVIEWED			
1468	9775bc65e6be771aa98db672cf89e860c729bf5e	2026-05-21	[sui-benchmark] Fix flaky cancellation_count threshold in test_composite_workload (#26748)	UNREVIEWED			
1469	e09f31f7606bca023907740966b3bd8f8f5a4703	2026-05-22	Increase objects table max dirty keys (#26752)	UNREVIEWED			
1470	43921284c81de0ce78b31faef4f6aa7dd9e2127b	2026-05-22	docs: rewrite Exchange Integration around gRPC and GraphQL (#26705)	UNREVIEWED			
1471	62ee6ada958cd61b3c8a4466dd33c9aba3cdff8a	2026-05-22	[cli] Fix tree shake alg by using the pkg id instead of pkg display name (#26734)	UNREVIEWED			
1472	f786dd7bcf5b1fd47cb365787d1f52a7bfb58add	2026-05-22	docs: Update gasless-stablecoin-transfers.mdx (#26760)	UNREVIEWED			
1473	3849d83948bcf5900f949abd6b51888c5fe12bc0	2026-05-22	Gracefully handle freetier txns with no gas owner (#26756)	UNREVIEWED			
1474	b1d8f66257df085d686df9df678b3eeb6379a9bf	2026-05-22	ci: enable sccache in bridge.yml (clippy + test jobs) (#26762)	UNREVIEWED			
1475	ba7dabd228a319ded47173174311a59be4c90f71	2026-05-22	fix(simulate): accept explicit gas_price=0 for gasless-eligible transactions (#26763)	UNREVIEWED			
1476	818f8d78f222b9279cb966a5754fb0a2c21d58b1	2026-05-22	ci: add simtest host disk guardrails (#26726)	UNREVIEWED			
1477	d1b171a178bd995900102cee4e42f6b430cdeb43	2026-05-26	docs: remove outdated package management content from upgrade page (#26742)	UNREVIEWED			
1478	ecfd8070f145bea93d835a9c3127500c74e77f07	2026-05-26	chore: sync shared Docusaurus components (#26777)	UNREVIEWED			
1479	585d7a076f990fa1ba8760e39883ddfc99b9276e	2026-05-26	docs: add the Sui Agent Skills page (#26754)	UNREVIEWED			
1480	94b94f2248268afbc0ff21b2c12806b7450e88c0	2026-05-26	docs: add AgentPrompt builder-prompt callouts (#26755)	UNREVIEWED			
1481	5baf57fde3fb46c69a2a8006470d35fa83ccf828	2026-05-26	docs: Diagram standards update (#26747)	UNREVIEWED			
1482	0fdc788f9e8d76cd47d20a840744741550b60a55	2026-05-26	docs: automated fixes from weekly audit (1 issues) (#26778)	UNREVIEWED			
1483	fd19123f3d9610eb050fec59d1205f3f85776103	2026-05-26	ci(release): fix update-homebrew-formula gating on release events (#26782)	UNREVIEWED			
1484	78aea9a321b07ac78819092d24c763f471989f84	2026-05-26	fix(tidehunter pruner): uncap checkpoint watermark when objects compactor is active (#26779)	UNREVIEWED			
1485	6ded6577b57c6ef0c699fddf8d9fd4450d22cb42	2026-05-26	fix: expose Plausible track function so custom events fire (#26781)	UNREVIEWED			
1486	1fd64849c11a130de450168e64e3913885a3bee4	2026-05-26	feat(accumulator): add create_for_testing for AccumulatorRoot (#26784)	UNREVIEWED			
1487	17b7f032987e0156ee8ea0b82488a96ad681ba26	2026-05-27	[Block Streaming] support DKG generation as an Observer (#26646)	UNREVIEWED			
1488	303c9da6c97d6dbd77dba056afafd5ee208b8475	2026-05-27	sui-kvstore: replace AbortOnDrop with TaskGuard (#26791)	UNREVIEWED			
1489	9cb5dcf26b962b28f574ee461c71970850b51981	2026-05-27	docs: Update docs diagrams to align with new design system (#26783)	UNREVIEWED			
1490	ec061781453c59241af928ea30eab05fb9428ed7	2026-05-27	docs: add canonical JSON-RPC migration guide under accessing-data (#26716)	UNREVIEWED			
1491	df6f6962ed7979d4b50ae99734fa757164faba0e	2026-05-27	docs: add Sui completion CLI reference (#26767)	UNREVIEWED			
1492	cfdf0d8762731378682569655ea575008a407681	2026-05-27	docs: add announcement banner for Sui Agent Skills page (#26792)	UNREVIEWED			
1493	f78f7d94a2a1168a87a7f0064c8345e624b6c7a0	2026-05-27	fix: Plausible custom events silently dropped (#26787)	UNREVIEWED			
1494	83804db71fd84796d3d5676ca625390f409a72a7	2026-05-27	Check formal snapshot genesis network (#26761)	UNREVIEWED			
1495	da1b67bf9e6a8c4eec54f56b6456875707ca1033	2026-05-27	fix: switch Plausible custom events to CSS class-based tracking (#26793)	UNREVIEWED			
1496	8eccec6ab750b1e558bc11b7e59ba096be9501ae	2026-05-27	sui-rpc-api: replace alpha proof/event services with v2alpha	UNREVIEWED			
1497	63bfc970ef63aa63c7e54c6fa88217a9e9744513	2026-05-27	sui-light-client: bucket events by settlement for MMR verification	UNREVIEWED			
1498	e81b9ab3d829effb88f4515a1e6ae0809ce64bd9	2026-05-27	sui-core: index rpc-index from `Checkpoint` instead of `CheckpointData`	UNREVIEWED			
1499	5910cc10a60e15586ce362a351cfca346c44ba97	2026-05-27	sui-types: take `ObjectSet` in `derive_detailed_balance_changes_2`	UNREVIEWED			
1500	9a52149a54c8c6d2511dd74c01f260ec2b8d6e0d	2026-05-27	[Block Streaming] broadcast randomness round signatures from Observer peer to client (#26679)	UNREVIEWED			
1501	b6ae551be8a7b6db68a7b6de8c3bbb2328bad52d	2026-05-27	docs: add custom properties to Plausible CSS class events (#26797)	UNREVIEWED			
1502	d5493c7566fe1e17a9c8ab87d88fa0c0fee50b04	2026-05-28	sui-replay-2: add --skip-artifacts flag (#26800)	UNREVIEWED			
1503	7966e59b7fbbca160945006729de46edeea742f7	2026-05-28	Deduplicate bitmap scans (#26799)	UNREVIEWED			
1504	2bf0b96032a77ec8c8d523a6d58c0f37217d0021	2026-05-28	[cli]: add more specific jsonrpc error code for external signers ledger fallback (#26789)	UNREVIEWED			
1505	44e3b8a379735d744a9efed44b6d3f191968cb4e	2026-05-28	ci(sccache-warmup): broaden macOS disk cleanup to x86_64 runner (#26815)	UNREVIEWED			
1506	05dfe63824cd73353f28d443cd24ddc45ea1e2a0	2026-05-28	docs: fix GraphQL generated pages missing from references sidebar (#26821)	UNREVIEWED			
1507	a874e97a29d0d2ad55b3f0f4044df79822803156	2026-05-28	[typed-store] Route contains_key through backend-native exists API (#26585)	UNREVIEWED			
1508	c0c9b9f18fd28b05847b934673281018223e55be	2026-05-28	[chore] Update tidehunter to 2e0cd56 and set relocation_max_reclaim_pct=100 (#26785)	UNREVIEWED			
1509	53ac9eff53c8307e1a745d20352d33aa771b3b17	2026-05-28	Revert "[typed-store] Route contains_key through backend-native exist… (#26826)	UNREVIEWED			
1510	124c64e643a2fea059cb369cc6b96b565fadea7d	2026-05-28	Land #26816 gas-underflow fix in main (#26828)	UNREVIEWED			
1511	7ea30dc61b4b4f1f55d629f1c9e8660099ff3398	2026-05-29	[graphql-alt] Allowlist client SDK version metric label (#26674)	UNREVIEWED			
1512	6c1a36f8b54114947572b7e57120199ebcf70abf	2026-05-29	[consensus] clean up stale allow(dead_code) and allow(unused) attributes (#26780)	UNREVIEWED			
1513	197452c564debb797067e390543718537c9cfbad	2026-05-29	Gate #26816 gas-underflow fix for safe rollout (mainnet replay correctness) (#26829)	UNREVIEWED			
1514	2c6061af6ecc08adbb521196f6bb87ce097172d5	2026-05-29	allow deserializing bigger checkpoints (#26841)	UNREVIEWED			
1515	027024d7f6a91a4cf5701b7e2f17d837cd6d09c3	2026-05-29	[consensus] remove FIFO compaction option (#26736)	UNREVIEWED			
1516	54659bd464991a12547b23cd0dd66fd2b2e65fb2	2026-05-29	[indexer-alt-framework] feature-gate diesel deps behind postgres (#26844)	UNREVIEWED			
1517	9ffd9c0f2cb4812fde03e0af60a59a74cd74db49	2026-05-29	Update instructions for coding agents (#26850)	UNREVIEWED			
1518	680ca90782c09c79bb6a2f94e6157de1a4f6a13e	2026-05-29	Protocol gate and add unit tests for hotfix in #26832 (#26843)	UNREVIEWED			
1519	7094aa994180af4dad33c347a276d6a55f713606	2026-06-01	ci: stop warming macOS sccache daily (#26858)	UNREVIEWED			
1520	c60fc0165031b76ab2b7e646b034361fd2f116ff	2026-06-01	docs: fix MystenLabs GitHub URL casing (#26836)	UNREVIEWED			
1521	f617b0cdd80cd7189189adeb1660cee27f72a275	2026-06-01	[iffw] Fix protocol gating (#26862)	UNREVIEWED			
1522	e0a6a5790b0ab9edd4dd5eb37b9b6fa3921922c7	2026-06-01	cli: `sui start` improvements (#26861)	UNREVIEWED			
1523	55164acd7c065fa6c1d69c17b55676517cbc63a0	2026-06-01	[iffw] a bit more cleanup/hardening (#26866)	UNREVIEWED			
1524	b4634a5ee363b4029856308bea03b43af3bed96d	2026-06-01	Backport DKG failure recovery fixes (#26856)	UNREVIEWED			
1525	3ed857d98ee2cdb915694332665d5033e9180924	2026-06-01	[consensus] add LeaderSlotDecider for v3 commit rule (#26723)	UNREVIEWED			
1526	26196fe8db43a3f646b3d9b4331813228accf4bb	2026-06-01	[move-ir] vector pack/unpack refactor (#26524)	UNREVIEWED			
1527	52b5e48fd208303d8efecaa64e6ba18604eede69	2026-06-02	docs: add client CLI examples for shipped commands (#26837)	UNREVIEWED			
1528	286f8a7454a6af620e963dacefb833f3cd8118cb	2026-06-02	indexer-alt-framework: generalize ingenstion client  (#26869)	UNREVIEWED			
1529	e92adbfb028acb40e36a77d2eff963b8ff0e4a5e	2026-06-03	chore: sync shared Docusaurus components (#26872)	UNREVIEWED			
1530	54f34ddc0cc412d0f5052252b2c1e972df657f27	2026-06-03	docs: integrate Messaging SDK docs from sui-stack-messaging repo (#26796)	UNREVIEWED			
1531	1ca4d4eb59215672c9bdb69e09fc6db1294df7c7	2026-06-03	docs: clarify testnet snapshot buckets (#26877)	UNREVIEWED			
1532	49eb0ade2ce311deefbda0ad5edc72edfee23d4f	2026-06-03	Move dkg_output_v2 Tidehunter keyspace to the end (#26881)	UNREVIEWED			
1533	697107bf87532cf337497a9a3dc9f33bb77d40f0	2026-06-03	Remove sui-tool DB snapshot downloader (#26878)	UNREVIEWED			
1534	31537d4d9235b9f61dc07a3a71b05ed61a2bda7b	2026-06-04	[system] more cleanup (#25960)	UNREVIEWED			
